BS.pilon.polished.v3.ST170922	Bacillus subtilis
23718	Cryptococcus neoformans
24420	Cryptococcus neoformans
25290	Cryptococcus neoformans
25312	Cryptococcus neoformans
25520	Cryptococcus neoformans
25867	Cryptococcus neoformans
27087	Cryptococcus neoformans
27206	Cryptococcus neoformans
27648	Cryptococcus neoformans
27747	Cryptococcus neoformans
28825	Cryptococcus neoformans
61	Cryptococcus neoformans
1025	Cryptococcus neoformans
1843	Cryptococcus neoformans
3483	Cryptococcus neoformans
3499	Cryptococcus neoformans
3560	Cryptococcus neoformans
4576	Cryptococcus neoformans
6910	Cryptococcus neoformans
7653	Cryptococcus neoformans
8850	Cryptococcus neoformans
8859	Cryptococcus neoformans
9183	Cryptococcus neoformans
10296	Cryptococcus neoformans
11327	Cryptococcus neoformans
12724	Cryptococcus neoformans
13077	Cryptococcus neoformans
14349	Cryptococcus neoformans
15174	Cryptococcus neoformans
15904	Cryptococcus neoformans
17444	Cryptococcus neoformans
19255	Cryptococcus neoformans
19443	Cryptococcus neoformans
19454	Cryptococcus neoformans
19913	Cryptococcus neoformans
19925	Cryptococcus neoformans
19956	Cryptococcus neoformans
20311	Cryptococcus neoformans
21790	Cryptococcus neoformans
21822	Cryptococcus neoformans
22609	Cryptococcus neoformans
23012	Cryptococcus neoformans
25910	Cryptococcus neoformans
26165	Cryptococcus neoformans
26517	Cryptococcus neoformans
28673	Cryptococcus neoformans
249	Cryptococcus neoformans
748	Cryptococcus neoformans
1098	Cryptococcus neoformans
1909	Cryptococcus neoformans
2461	Cryptococcus neoformans
3090	Cryptococcus neoformans
4883	Cryptococcus neoformans
6503	Cryptococcus neoformans
7220	Cryptococcus neoformans
7564	Cryptococcus neoformans
10631	Cryptococcus neoformans
12204	Cryptococcus neoformans
14516	Cryptococcus neoformans
15991	Cryptococcus neoformans
16070	Cryptococcus neoformans
16594	Cryptococcus neoformans
16887	Cryptococcus neoformans
17133	Cryptococcus neoformans
20131	Cryptococcus neoformans
21693	Cryptococcus neoformans
22226	Cryptococcus neoformans
22311	Cryptococcus neoformans
25813	Cryptococcus neoformans
26251	Cryptococcus neoformans
26887	Cryptococcus neoformans
27226	Cryptococcus neoformans
28121	Cryptococcus neoformans
1009	Cryptococcus neoformans
1218	Cryptococcus neoformans
2030	Cryptococcus neoformans
2352	Cryptococcus neoformans
3430	Cryptococcus neoformans
3908	Cryptococcus neoformans
4061	Cryptococcus neoformans
4658	Cryptococcus neoformans
4946	Cryptococcus neoformans
6083	Cryptococcus neoformans
7085	Cryptococcus neoformans
8590	Cryptococcus neoformans
9681	Cryptococcus neoformans
13687	Cryptococcus neoformans
14263	Cryptococcus neoformans
14306	Cryptococcus neoformans
15038	Cryptococcus neoformans
16066	Cryptococcus neoformans
18899	Cryptococcus neoformans
20172	Cryptococcus neoformans
20480	Cryptococcus neoformans
21129	Cryptococcus neoformans
22123	Cryptococcus neoformans
23016	Cryptococcus neoformans
23504	Cryptococcus neoformans
25006	Cryptococcus neoformans
25249	Cryptococcus neoformans
25332	Cryptococcus neoformans
25783	Cryptococcus neoformans
26826	Cryptococcus neoformans
28808	Cryptococcus neoformans
143	Cryptococcus neoformans
1222	Cryptococcus neoformans
2208	Cryptococcus neoformans
2212	Cryptococcus neoformans
2305	Cryptococcus neoformans
2745	Cryptococcus neoformans
3819	Cryptococcus neoformans
3960	Cryptococcus neoformans
5684	Cryptococcus neoformans
5690	Cryptococcus neoformans
6063	Cryptococcus neoformans
6267	Cryptococcus neoformans
6441	Cryptococcus neoformans
6563	Cryptococcus neoformans
6743	Cryptococcus neoformans
7214	Cryptococcus neoformans
7332	Cryptococcus neoformans
8998	Cryptococcus neoformans
9005	Cryptococcus neoformans
9008	Cryptococcus neoformans
9634	Cryptococcus neoformans
11937	Cryptococcus neoformans
12038	Cryptococcus neoformans
12352	Cryptococcus neoformans
12524	Cryptococcus neoformans
13069	Cryptococcus neoformans
13622	Cryptococcus neoformans
13940	Cryptococcus neoformans
14208	Cryptococcus neoformans
14427	Cryptococcus neoformans
14520	Cryptococcus neoformans
15230	Cryptococcus neoformans
16317	Cryptococcus neoformans
17359	Cryptococcus neoformans
18897	Cryptococcus neoformans
19034	Cryptococcus neoformans
21322	Cryptococcus neoformans
21692	Cryptococcus neoformans
22014	Cryptococcus neoformans
22063	Cryptococcus neoformans
22528	Cryptococcus neoformans
22726	Cryptococcus neoformans
23587	Cryptococcus neoformans
24398	Cryptococcus neoformans
25164	Cryptococcus neoformans
25953	Cryptococcus neoformans
26104	Cryptococcus neoformans
26447	Cryptococcus neoformans
27437	Cryptococcus neoformans
28056	Cryptococcus neoformans
28210	Cryptococcus neoformans
28315	Cryptococcus neoformans
766	Cryptococcus neoformans
5127	Cryptococcus neoformans
5702	Cryptococcus neoformans
6208	Cryptococcus neoformans
6255	Cryptococcus neoformans
6639	Cryptococcus neoformans
7436	Cryptococcus neoformans
8931	Cryptococcus neoformans
9110	Cryptococcus neoformans
9769	Cryptococcus neoformans
9995	Cryptococcus neoformans
10115	Cryptococcus neoformans
11393	Cryptococcus neoformans
12586	Cryptococcus neoformans
13147	Cryptococcus neoformans
13983	Cryptococcus neoformans
14384	Cryptococcus neoformans
14639	Cryptococcus neoformans
14725	Cryptococcus neoformans
16556	Cryptococcus neoformans
16806	Cryptococcus neoformans
16936	Cryptococcus neoformans
16938	Cryptococcus neoformans
17632	Cryptococcus neoformans
18939	Cryptococcus neoformans
19183	Cryptococcus neoformans
20220	Cryptococcus neoformans
20563	Cryptococcus neoformans
20812	Cryptococcus neoformans
20896	Cryptococcus neoformans
21222	Cryptococcus neoformans
21645	Cryptococcus neoformans
22077	Cryptococcus neoformans
22252	Cryptococcus neoformans
22531	Cryptococcus neoformans
22583	Cryptococcus neoformans
23328	Cryptococcus neoformans
24347	Cryptococcus neoformans
24995	Cryptococcus neoformans
25066	Cryptococcus neoformans
26358	Cryptococcus neoformans
28633	Cryptococcus neoformans
1969	Cryptococcus neoformans
2619	Cryptococcus neoformans
4090	Cryptococcus neoformans
4097	Cryptococcus neoformans
4283	Cryptococcus neoformans
4586	Cryptococcus neoformans
6542	Cryptococcus neoformans
7501	Cryptococcus neoformans
8149	Cryptococcus neoformans
8357	Cryptococcus neoformans
9607	Cryptococcus neoformans
9842	Cryptococcus neoformans
10340	Cryptococcus neoformans
10540	Cryptococcus neoformans
10562	Cryptococcus neoformans
10665	Cryptococcus neoformans
11249	Cryptococcus neoformans
11417	Cryptococcus neoformans
11870	Cryptococcus neoformans
12114	Cryptococcus neoformans
14681	Cryptococcus neoformans
15435	Cryptococcus neoformans
15596	Cryptococcus neoformans
15930	Cryptococcus neoformans
16137	Cryptococcus neoformans
17385	Cryptococcus neoformans
17894	Cryptococcus neoformans
17987	Cryptococcus neoformans
18737	Cryptococcus neoformans
19043	Cryptococcus neoformans
21810	Cryptococcus neoformans
24241	Cryptococcus neoformans
24260	Cryptococcus neoformans
24411	Cryptococcus neoformans
24563	Cryptococcus neoformans
25525	Cryptococcus neoformans
28515	Cryptococcus neoformans
28712	Cryptococcus neoformans
1088	Cryptococcus neoformans
1929	Cryptococcus neoformans
3576	Cryptococcus neoformans
5233	Cryptococcus neoformans
5350	Cryptococcus neoformans
6460	Cryptococcus neoformans
6988	Cryptococcus neoformans
7336	Cryptococcus neoformans
8104	Cryptococcus neoformans
8736	Cryptococcus neoformans
8759	Cryptococcus neoformans
9556	Cryptococcus neoformans
10022	Cryptococcus neoformans
10257	Cryptococcus neoformans
10608	Cryptococcus neoformans
12291	Cryptococcus neoformans
12393	Cryptococcus neoformans
12451	Cryptococcus neoformans
12615	Cryptococcus neoformans
13079	Cryptococcus neoformans
16224	Cryptococcus neoformans
16551	Cryptococcus neoformans
16772	Cryptococcus neoformans
16815	Cryptococcus neoformans
17702	Cryptococcus neoformans
17997	Cryptococcus neoformans
19317	Cryptococcus neoformans
19702	Cryptococcus neoformans
19721	Cryptococcus neoformans
19926	Cryptococcus neoformans
20200	Cryptococcus neoformans
20360	Cryptococcus neoformans
21108	Cryptococcus neoformans
21617	Cryptococcus neoformans
21620	Cryptococcus neoformans
21639	Cryptococcus neoformans
23031	Cryptococcus neoformans
24050	Cryptococcus neoformans
24267	Cryptococcus neoformans
24431	Cryptococcus neoformans
24818	Cryptococcus neoformans
25242	Cryptococcus neoformans
25568	Cryptococcus neoformans
26806	Cryptococcus neoformans
27850	Cryptococcus neoformans
28260	Cryptococcus neoformans
28650	Cryptococcus neoformans
28789	Cryptococcus neoformans
241	Cryptococcus neoformans
251	Cryptococcus neoformans
801	Cryptococcus neoformans
2615	Cryptococcus neoformans
2665	Cryptococcus neoformans
3144	Cryptococcus neoformans
3367	Cryptococcus neoformans
3745	Cryptococcus neoformans
4058	Cryptococcus neoformans
4174	Cryptococcus neoformans
4559	Cryptococcus neoformans
4729	Cryptococcus neoformans
6925	Cryptococcus neoformans
6944	Cryptococcus neoformans
7285	Cryptococcus neoformans
7667	Cryptococcus neoformans
7738	Cryptococcus neoformans
8340	Cryptococcus neoformans
9053	Cryptococcus neoformans
11110	Cryptococcus neoformans
11416	Cryptococcus neoformans
11566	Cryptococcus neoformans
11620	Cryptococcus neoformans
13914	Cryptococcus neoformans
14105	Cryptococcus neoformans
14874	Cryptococcus neoformans
14896	Cryptococcus neoformans
15310	Cryptococcus neoformans
15696	Cryptococcus neoformans
15771	Cryptococcus neoformans
17103	Cryptococcus neoformans
18247	Cryptococcus neoformans
19377	Cryptococcus neoformans
19647	Cryptococcus neoformans
21468	Cryptococcus neoformans
22297	Cryptococcus neoformans
22846	Cryptococcus neoformans
26349	Cryptococcus neoformans
26720	Cryptococcus neoformans
27613	Cryptococcus neoformans
28052	Cryptococcus neoformans
55	Cryptococcus neoformans
839	Cryptococcus neoformans
1263	Cryptococcus neoformans
3816	Cryptococcus neoformans
5860	Cryptococcus neoformans
5909	Cryptococcus neoformans
5979	Cryptococcus neoformans
6492	Cryptococcus neoformans
7916	Cryptococcus neoformans
9651	Cryptococcus neoformans
10420	Cryptococcus neoformans
11643	Cryptococcus neoformans
11854	Cryptococcus neoformans
12596	Cryptococcus neoformans
13868	Cryptococcus neoformans
15646	Cryptococcus neoformans
16913	Cryptococcus neoformans
17725	Cryptococcus neoformans
18465	Cryptococcus neoformans
18881	Cryptococcus neoformans
19503	Cryptococcus neoformans
20437	Cryptococcus neoformans
20438	Cryptococcus neoformans
20783	Cryptococcus neoformans
22271	Cryptococcus neoformans
22336	Cryptococcus neoformans
25406	Cryptococcus neoformans
25888	Cryptococcus neoformans
27264	Cryptococcus neoformans
27327	Cryptococcus neoformans
27410	Cryptococcus neoformans
27579	Cryptococcus neoformans
27794	Cryptococcus neoformans
27997	Cryptococcus neoformans
28042	Cryptococcus neoformans
28411	Cryptococcus neoformans
28814	Cryptococcus neoformans
28878	Cryptococcus neoformans
529	Cryptococcus neoformans
941	Cryptococcus neoformans
1148	Cryptococcus neoformans
2358	Cryptococcus neoformans
4373	Cryptococcus neoformans
5042	Cryptococcus neoformans
5332	Cryptococcus neoformans
5624	Cryptococcus neoformans
6097	Cryptococcus neoformans
6332	Cryptococcus neoformans
7722	Cryptococcus neoformans
7798	Cryptococcus neoformans
7911	Cryptococcus neoformans
8225	Cryptococcus neoformans
8326	Cryptococcus neoformans
8697	Cryptococcus neoformans
8734	Cryptococcus neoformans
8948	Cryptococcus neoformans
9393	Cryptococcus neoformans
9412	Cryptococcus neoformans
9936	Cryptococcus neoformans
10872	Cryptococcus neoformans
11085	Cryptococcus neoformans
12843	Cryptococcus neoformans
13035	Cryptococcus neoformans
13346	Cryptococcus neoformans
14032	Cryptococcus neoformans
14042	Cryptococcus neoformans
16532	Cryptococcus neoformans
19453	Cryptococcus neoformans
19707	Cryptococcus neoformans
19797	Cryptococcus neoformans
20070	Cryptococcus neoformans
20502	Cryptococcus neoformans
20664	Cryptococcus neoformans
20700	Cryptococcus neoformans
21902	Cryptococcus neoformans
21945	Cryptococcus neoformans
23523	Cryptococcus neoformans
23914	Cryptococcus neoformans
24526	Cryptococcus neoformans
24835	Cryptococcus neoformans
25940	Cryptococcus neoformans
26131	Cryptococcus neoformans
26143	Cryptococcus neoformans
26187	Cryptococcus neoformans
27081	Cryptococcus neoformans
28013	Cryptococcus neoformans
28261	Cryptococcus neoformans
28858	Cryptococcus neoformans
284	Cryptococcus neoformans
1039	Cryptococcus neoformans
1625	Cryptococcus neoformans
2773	Cryptococcus neoformans
2813	Cryptococcus neoformans
2850	Cryptococcus neoformans
2980	Cryptococcus neoformans
3340	Cryptococcus neoformans
4462	Cryptococcus neoformans
4641	Cryptococcus neoformans
4833	Cryptococcus neoformans
4955	Cryptococcus neoformans
5156	Cryptococcus neoformans
5340	Cryptococcus neoformans
5638	Cryptococcus neoformans
6248	Cryptococcus neoformans
6550	Cryptococcus neoformans
6694	Cryptococcus neoformans
6827	Cryptococcus neoformans
6961	Cryptococcus neoformans
7567	Cryptococcus neoformans
8391	Cryptococcus neoformans
8397	Cryptococcus neoformans
8820	Cryptococcus neoformans
8831	Cryptococcus neoformans
10753	Cryptococcus neoformans
11002	Cryptococcus neoformans
11145	Cryptococcus neoformans
12099	Cryptococcus neoformans
12873	Cryptococcus neoformans
14561	Cryptococcus neoformans
14664	Cryptococcus neoformans
15628	Cryptococcus neoformans
16605	Cryptococcus neoformans
16829	Cryptococcus neoformans
17047	Cryptococcus neoformans
17256	Cryptococcus neoformans
19234	Cryptococcus neoformans
19358	Cryptococcus neoformans
20230	Cryptococcus neoformans
20327	Cryptococcus neoformans
20790	Cryptococcus neoformans
21067	Cryptococcus neoformans
21706	Cryptococcus neoformans
23184	Cryptococcus neoformans
23217	Cryptococcus neoformans
23785	Cryptococcus neoformans
24392	Cryptococcus neoformans
24833	Cryptococcus neoformans
25330	Cryptococcus neoformans
25629	Cryptococcus neoformans
26342	Cryptococcus neoformans
26698	Cryptococcus neoformans
26742	Cryptococcus neoformans
26991	Cryptococcus neoformans
27407	Cryptococcus neoformans
27807	Cryptococcus neoformans
371	Cryptococcus neoformans
465	Cryptococcus neoformans
608	Cryptococcus neoformans
918	Cryptococcus neoformans
1225	Cryptococcus neoformans
1254	Cryptococcus neoformans
3357	Cryptococcus neoformans
3883	Cryptococcus neoformans
4173	Cryptococcus neoformans
4175	Cryptococcus neoformans
5313	Cryptococcus neoformans
5331	Cryptococcus neoformans
6476	Cryptococcus neoformans
6717	Cryptococcus neoformans
6733	Cryptococcus neoformans
6861	Cryptococcus neoformans
7169	Cryptococcus neoformans
7367	Cryptococcus neoformans
7421	Cryptococcus neoformans
7527	Cryptococcus neoformans
7709	Cryptococcus neoformans
7907	Cryptococcus neoformans
8378	Cryptococcus neoformans
8746	Cryptococcus neoformans
9487	Cryptococcus neoformans
9666	Cryptococcus neoformans
11940	Cryptococcus neoformans
12789	Cryptococcus neoformans
13290	Cryptococcus neoformans
13654	Cryptococcus neoformans
14729	Cryptococcus neoformans
15000	Cryptococcus neoformans
15068	Cryptococcus neoformans
15481	Cryptococcus neoformans
15493	Cryptococcus neoformans
16267	Cryptococcus neoformans
16892	Cryptococcus neoformans
18378	Cryptococcus neoformans
18821	Cryptococcus neoformans
19672	Cryptococcus neoformans
22581	Cryptococcus neoformans
22642	Cryptococcus neoformans
23890	Cryptococcus neoformans
24775	Cryptococcus neoformans
24897	Cryptococcus neoformans
25528	Cryptococcus neoformans
26604	Cryptococcus neoformans
27296	Cryptococcus neoformans
27626	Cryptococcus neoformans
28046	Cryptococcus neoformans
28693	Cryptococcus neoformans
29180	Cryptococcus neoformans
138	Cryptococcus neoformans
273	Cryptococcus neoformans
1512	Cryptococcus neoformans
2113	Cryptococcus neoformans
2258	Cryptococcus neoformans
2759	Cryptococcus neoformans
3637	Cryptococcus neoformans
4304	Cryptococcus neoformans
4544	Cryptococcus neoformans
5077	Cryptococcus neoformans
5314	Cryptococcus neoformans
5654	Cryptococcus neoformans
5726	Cryptococcus neoformans
5747	Cryptococcus neoformans
5788	Cryptococcus neoformans
5839	Cryptococcus neoformans
6413	Cryptococcus neoformans
7056	Cryptococcus neoformans
7554	Cryptococcus neoformans
7641	Cryptococcus neoformans
7753	Cryptococcus neoformans
8974	Cryptococcus neoformans
9190	Cryptococcus neoformans
9572	Cryptococcus neoformans
9944	Cryptococcus neoformans
10136	Cryptococcus neoformans
11123	Cryptococcus neoformans
11978	Cryptococcus neoformans
12455	Cryptococcus neoformans
12834	Cryptococcus neoformans
12877	Cryptococcus neoformans
13558	Cryptococcus neoformans
13875	Cryptococcus neoformans
14158	Cryptococcus neoformans
14633	Cryptococcus neoformans
14866	Cryptococcus neoformans
15209	Cryptococcus neoformans
15370	Cryptococcus neoformans
15464	Cryptococcus neoformans
16012	Cryptococcus neoformans
16318	Cryptococcus neoformans
17300	Cryptococcus neoformans
17421	Cryptococcus neoformans
17890	Cryptococcus neoformans
18215	Cryptococcus neoformans
18669	Cryptococcus neoformans
19192	Cryptococcus neoformans
19329	Cryptococcus neoformans
20215	Cryptococcus neoformans
20549	Cryptococcus neoformans
21000	Cryptococcus neoformans
21523	Cryptococcus neoformans
21919	Cryptococcus neoformans
21994	Cryptococcus neoformans
22031	Cryptococcus neoformans
22429	Cryptococcus neoformans
22631	Cryptococcus neoformans
23828	Cryptococcus neoformans
23936	Cryptococcus neoformans
24105	Cryptococcus neoformans
24272	Cryptococcus neoformans
26194	Cryptococcus neoformans
26323	Cryptococcus neoformans
26713	Cryptococcus neoformans
28555	Cryptococcus neoformans
28872	Cryptococcus neoformans
23	Cryptococcus neoformans
176	Cryptococcus neoformans
234	Cryptococcus neoformans
326	Cryptococcus neoformans
336	Cryptococcus neoformans
357	Cryptococcus neoformans
482	Cryptococcus neoformans
636	Cryptococcus neoformans
774	Cryptococcus neoformans
966	Cryptococcus neoformans
981	Cryptococcus neoformans
1055	Cryptococcus neoformans
1070	Cryptococcus neoformans
1157	Cryptococcus neoformans
1489	Cryptococcus neoformans
1582	Cryptococcus neoformans
1622	Cryptococcus neoformans
1832	Cryptococcus neoformans
1855	Cryptococcus neoformans
1910	Cryptococcus neoformans
2025	Cryptococcus neoformans
2067	Cryptococcus neoformans
2182	Cryptococcus neoformans
2394	Cryptococcus neoformans
2646	Cryptococcus neoformans
2708	Cryptococcus neoformans
2709	Cryptococcus neoformans
2841	Cryptococcus neoformans
2847	Cryptococcus neoformans
2947	Cryptococcus neoformans
3138	Cryptococcus neoformans
3192	Cryptococcus neoformans
3322	Cryptococcus neoformans
3779	Cryptococcus neoformans
3789	Cryptococcus neoformans
3813	Cryptococcus neoformans
3895	Cryptococcus neoformans
3910	Cryptococcus neoformans
3950	Cryptococcus neoformans
4120	Cryptococcus neoformans
4184	Cryptococcus neoformans
4201	Cryptococcus neoformans
4314	Cryptococcus neoformans
4363	Cryptococcus neoformans
4564	Cryptococcus neoformans
4638	Cryptococcus neoformans
4683	Cryptococcus neoformans
4766	Cryptococcus neoformans
4832	Cryptococcus neoformans
4856	Cryptococcus neoformans
4862	Cryptococcus neoformans
4864	Cryptococcus neoformans
4985	Cryptococcus neoformans
5101	Cryptococcus neoformans
5139	Cryptococcus neoformans
5197	Cryptococcus neoformans
5601	Cryptococcus neoformans
5955	Cryptococcus neoformans
6215	Cryptococcus neoformans
6256	Cryptococcus neoformans
6327	Cryptococcus neoformans
6437	Cryptococcus neoformans
6438	Cryptococcus neoformans
6510	Cryptococcus neoformans
6616	Cryptococcus neoformans
6716	Cryptococcus neoformans
6726	Cryptococcus neoformans
6727	Cryptococcus neoformans
6747	Cryptococcus neoformans
6774	Cryptococcus neoformans
6903	Cryptococcus neoformans
7060	Cryptococcus neoformans
7192	Cryptococcus neoformans
7273	Cryptococcus neoformans
7275	Cryptococcus neoformans
7531	Cryptococcus neoformans
7729	Cryptococcus neoformans
7909	Cryptococcus neoformans
7932	Cryptococcus neoformans
8198	Cryptococcus neoformans
8215	Cryptococcus neoformans
8262	Cryptococcus neoformans
8466	Cryptococcus neoformans
8546	Cryptococcus neoformans
8550	Cryptococcus neoformans
8568	Cryptococcus neoformans
8657	Cryptococcus neoformans
9065	Cryptococcus neoformans
9067	Cryptococcus neoformans
9075	Cryptococcus neoformans
9273	Cryptococcus neoformans
9407	Cryptococcus neoformans
9527	Cryptococcus neoformans
9531	Cryptococcus neoformans
9710	Cryptococcus neoformans
9796	Cryptococcus neoformans
10076	Cryptococcus neoformans
10188	Cryptococcus neoformans
10248	Cryptococcus neoformans
10260	Cryptococcus neoformans
10351	Cryptococcus neoformans
10399	Cryptococcus neoformans
10744	Cryptococcus neoformans
10952	Cryptococcus neoformans
11125	Cryptococcus neoformans
11246	Cryptococcus neoformans
11353	Cryptococcus neoformans
11371	Cryptococcus neoformans
11404	Cryptococcus neoformans
11478	Cryptococcus neoformans
11638	Cryptococcus neoformans
11664	Cryptococcus neoformans
11780	Cryptococcus neoformans
11953	Cryptococcus neoformans
12020	Cryptococcus neoformans
12062	Cryptococcus neoformans
12217	Cryptococcus neoformans
12221	Cryptococcus neoformans
12222	Cryptococcus neoformans
12252	Cryptococcus neoformans
12283	Cryptococcus neoformans
12421	Cryptococcus neoformans
12516	Cryptococcus neoformans
12609	Cryptococcus neoformans
12686	Cryptococcus neoformans
12761	Cryptococcus neoformans
12839	Cryptococcus neoformans
12896	Cryptococcus neoformans
12909	Cryptococcus neoformans
13124	Cryptococcus neoformans
13165	Cryptococcus neoformans
13405	Cryptococcus neoformans
13462	Cryptococcus neoformans
13476	Cryptococcus neoformans
13550	Cryptococcus neoformans
13608	Cryptococcus neoformans
13636	Cryptococcus neoformans
13696	Cryptococcus neoformans
13811	Cryptococcus neoformans
13924	Cryptococcus neoformans
14190	Cryptococcus neoformans
14336	Cryptococcus neoformans
14393	Cryptococcus neoformans
14441	Cryptococcus neoformans
14483	Cryptococcus neoformans
14566	Cryptococcus neoformans
14679	Cryptococcus neoformans
14779	Cryptococcus neoformans
14876	Cryptococcus neoformans
14918	Cryptococcus neoformans
14948	Cryptococcus neoformans
14971	Cryptococcus neoformans
15132	Cryptococcus neoformans
15134	Cryptococcus neoformans
15175	Cryptococcus neoformans
15335	Cryptococcus neoformans
15427	Cryptococcus neoformans
15497	Cryptococcus neoformans
15876	Cryptococcus neoformans
15935	Cryptococcus neoformans
16363	Cryptococcus neoformans
16381	Cryptococcus neoformans
16480	Cryptococcus neoformans
16668	Cryptococcus neoformans
16718	Cryptococcus neoformans
16768	Cryptococcus neoformans
17057	Cryptococcus neoformans
17178	Cryptococcus neoformans
17410	Cryptococcus neoformans
17466	Cryptococcus neoformans
17478	Cryptococcus neoformans
17486	Cryptococcus neoformans
17631	Cryptococcus neoformans
17694	Cryptococcus neoformans
17850	Cryptococcus neoformans
17930	Cryptococcus neoformans
17944	Cryptococcus neoformans
18107	Cryptococcus neoformans
18110	Cryptococcus neoformans
18223	Cryptococcus neoformans
18933	Cryptococcus neoformans
18967	Cryptococcus neoformans
18993	Cryptococcus neoformans
19028	Cryptococcus neoformans
19132	Cryptococcus neoformans
19172	Cryptococcus neoformans
19348	Cryptococcus neoformans
19371	Cryptococcus neoformans
19423	Cryptococcus neoformans
19430	Cryptococcus neoformans
19600	Cryptococcus neoformans
19775	Cryptococcus neoformans
19798	Cryptococcus neoformans
19918	Cryptococcus neoformans
19979	Cryptococcus neoformans
20005	Cryptococcus neoformans
20009	Cryptococcus neoformans
20076	Cryptococcus neoformans
20111	Cryptococcus neoformans
20467	Cryptococcus neoformans
20616	Cryptococcus neoformans
20624	Cryptococcus neoformans
20637	Cryptococcus neoformans
20662	Cryptococcus neoformans
20748	Cryptococcus neoformans
20792	Cryptococcus neoformans
20820	Cryptococcus neoformans
20994	Cryptococcus neoformans
21016	Cryptococcus neoformans
21113	Cryptococcus neoformans
21241	Cryptococcus neoformans
21359	Cryptococcus neoformans
21408	Cryptococcus neoformans
21499	Cryptococcus neoformans
21535	Cryptococcus neoformans
21683	Cryptococcus neoformans
21760	Cryptococcus neoformans
21833	Cryptococcus neoformans
21914	Cryptococcus neoformans
21926	Cryptococcus neoformans
21933	Cryptococcus neoformans
22117	Cryptococcus neoformans
22120	Cryptococcus neoformans
22310	Cryptococcus neoformans
22330	Cryptococcus neoformans
22390	Cryptococcus neoformans
22435	Cryptococcus neoformans
22440	Cryptococcus neoformans
22513	Cryptococcus neoformans
22520	Cryptococcus neoformans
22914	Cryptococcus neoformans
23054	Cryptococcus neoformans
23057	Cryptococcus neoformans
23291	Cryptococcus neoformans
23452	Cryptococcus neoformans
23791	Cryptococcus neoformans
23806	Cryptococcus neoformans
23864	Cryptococcus neoformans
24151	Cryptococcus neoformans
24300	Cryptococcus neoformans
24313	Cryptococcus neoformans
24403	Cryptococcus neoformans
24434	Cryptococcus neoformans
24666	Cryptococcus neoformans
24701	Cryptococcus neoformans
24749	Cryptococcus neoformans
24802	Cryptococcus neoformans
25261	Cryptococcus neoformans
25294	Cryptococcus neoformans
25588	Cryptococcus neoformans
25612	Cryptococcus neoformans
25617	Cryptococcus neoformans
25623	Cryptococcus neoformans
25627	Cryptococcus neoformans
25713	Cryptococcus neoformans
25732	Cryptococcus neoformans
25789	Cryptococcus neoformans
25843	Cryptococcus neoformans
25950	Cryptococcus neoformans
26076	Cryptococcus neoformans
26232	Cryptococcus neoformans
26450	Cryptococcus neoformans
26483	Cryptococcus neoformans
26544	Cryptococcus neoformans
26607	Cryptococcus neoformans
26642	Cryptococcus neoformans
26660	Cryptococcus neoformans
27234	Cryptococcus neoformans
27302	Cryptococcus neoformans
27397	Cryptococcus neoformans
27491	Cryptococcus neoformans
27495	Cryptococcus neoformans
27737	Cryptococcus neoformans
27862	Cryptococcus neoformans
27885	Cryptococcus neoformans
28280	Cryptococcus neoformans
28351	Cryptococcus neoformans
28408	Cryptococcus neoformans
28542	Cryptococcus neoformans
28646	Cryptococcus neoformans
28833	Cryptococcus neoformans
29182	Cryptococcus neoformans
16	Cryptococcus neoformans
20	Cryptococcus neoformans
100	Cryptococcus neoformans
102	Cryptococcus neoformans
157	Cryptococcus neoformans
180	Cryptococcus neoformans
214	Cryptococcus neoformans
281	Cryptococcus neoformans
290	Cryptococcus neoformans
301	Cryptococcus neoformans
310	Cryptococcus neoformans
316	Cryptococcus neoformans
322	Cryptococcus neoformans
410	Cryptococcus neoformans
420	Cryptococcus neoformans
430	Cryptococcus neoformans
441	Cryptococcus neoformans
449	Cryptococcus neoformans
506	Cryptococcus neoformans
560	Cryptococcus neoformans
607	Cryptococcus neoformans
650	Cryptococcus neoformans
679	Cryptococcus neoformans
705	Cryptococcus neoformans
725	Cryptococcus neoformans
759	Cryptococcus neoformans
802	Cryptococcus neoformans
855	Cryptococcus neoformans
887	Cryptococcus neoformans
908	Cryptococcus neoformans
917	Cryptococcus neoformans
947	Cryptococcus neoformans
994	Cryptococcus neoformans
1016	Cryptococcus neoformans
1054	Cryptococcus neoformans
1087	Cryptococcus neoformans
1110	Cryptococcus neoformans
1141	Cryptococcus neoformans
1143	Cryptococcus neoformans
1160	Cryptococcus neoformans
1223	Cryptococcus neoformans
1271	Cryptococcus neoformans
1272	Cryptococcus neoformans
1286	Cryptococcus neoformans
1288	Cryptococcus neoformans
1332	Cryptococcus neoformans
1357	Cryptococcus neoformans
1358	Cryptococcus neoformans
1422	Cryptococcus neoformans
1500	Cryptococcus neoformans
1585	Cryptococcus neoformans
1609	Cryptococcus neoformans
1630	Cryptococcus neoformans
1642	Cryptococcus neoformans
1739	Cryptococcus neoformans
1755	Cryptococcus neoformans
1766	Cryptococcus neoformans
1774	Cryptococcus neoformans
1776	Cryptococcus neoformans
1930	Cryptococcus neoformans
1966	Cryptococcus neoformans
1986	Cryptococcus neoformans
2042	Cryptococcus neoformans
2045	Cryptococcus neoformans
2108	Cryptococcus neoformans
