BS.pilon.polished.v3.ST170922	Bacillus subtilis
17012	Cryptococcus neoformans
29292	Cryptococcus neoformans
34137	Cryptococcus neoformans
34281	Cryptococcus neoformans
35806	Cryptococcus neoformans
35679	Cryptococcus neoformans
34116	Cryptococcus neoformans
34274	Cryptococcus neoformans
35026	Cryptococcus neoformans
32746	Cryptococcus neoformans
34654	Cryptococcus neoformans
34354	Cryptococcus neoformans
34480	Cryptococcus neoformans
34239	Cryptococcus neoformans
35672	Cryptococcus neoformans
33814	Cryptococcus neoformans
1822	Cryptococcus neoformans
33676	Cryptococcus neoformans
34087	Cryptococcus neoformans
32722	Cryptococcus neoformans
35015	Cryptococcus neoformans
34595	Cryptococcus neoformans
25662	Cryptococcus neoformans
35773	Cryptococcus neoformans
13591	Cryptococcus neoformans
29722	Cryptococcus neoformans
34916	Cryptococcus neoformans
4551	Cryptococcus neoformans
35653	Cryptococcus neoformans
34154	Cryptococcus neoformans
2131	Cryptococcus neoformans
30829	Cryptococcus neoformans
35762	Cryptococcus neoformans
29859	Cryptococcus neoformans
34208	Cryptococcus neoformans
26419	Cryptococcus neoformans
34307	Cryptococcus neoformans
33822	Cryptococcus neoformans
34823	Cryptococcus neoformans
21140	Cryptococcus neoformans
34034	Cryptococcus neoformans
29290	Cryptococcus neoformans
34211	Cryptococcus neoformans
9979	Cryptococcus neoformans
24830	Cryptococcus neoformans
33911	Cryptococcus neoformans
34255	Cryptococcus neoformans
34543	Cryptococcus neoformans
34778	Cryptococcus neoformans
9453	Cryptococcus neoformans
34488	Cryptococcus neoformans
33786	Cryptococcus neoformans
34456	Cryptococcus neoformans
34123	Cryptococcus neoformans
35786	Cryptococcus neoformans
35100	Cryptococcus neoformans
29579	Cryptococcus neoformans
31410	Cryptococcus neoformans
33870	Cryptococcus neoformans
11418	Cryptococcus neoformans
33836	Cryptococcus neoformans
31518	Cryptococcus neoformans
35277	Cryptococcus neoformans
1851	Cryptococcus neoformans
35777	Cryptococcus neoformans
33643	Cryptococcus neoformans
33953	Cryptococcus neoformans
34970	Cryptococcus neoformans
34760	Cryptococcus neoformans
35771	Cryptococcus neoformans
33801	Cryptococcus neoformans
34320	Cryptococcus neoformans
32946	Cryptococcus neoformans
8667	Cryptococcus neoformans
7009	Cryptococcus neoformans
33858	Cryptococcus neoformans
35809	Cryptococcus neoformans
8823	Cryptococcus neoformans
12490	Cryptococcus neoformans
15505	Cryptococcus neoformans
30600	Cryptococcus neoformans
7188	Cryptococcus neoformans
34878	Cryptococcus neoformans
34227	Cryptococcus neoformans
18880	Cryptococcus neoformans
20257	Cryptococcus neoformans
34428	Cryptococcus neoformans
35209	Cryptococcus neoformans
34722	Cryptococcus neoformans
4095	Cryptococcus neoformans
33815	Cryptococcus neoformans
35799	Cryptococcus neoformans
34905	Cryptococcus neoformans
34670	Cryptococcus neoformans
35421	Cryptococcus neoformans
34300	Cryptococcus neoformans
17396	Cryptococcus neoformans
30720	Cryptococcus neoformans
5956	Cryptococcus neoformans
34435	Cryptococcus neoformans
33743	Cryptococcus neoformans
33989	Cryptococcus neoformans
35160	Cryptococcus neoformans
18081	Cryptococcus neoformans
34541	Cryptococcus neoformans
29562	Cryptococcus neoformans
35819	Cryptococcus neoformans
34331	Cryptococcus neoformans
34382	Cryptococcus neoformans
4306	Cryptococcus neoformans
33839	Cryptococcus neoformans
34482	Cryptococcus neoformans
30485	Cryptococcus neoformans
33888	Cryptococcus neoformans
35517	Cryptococcus neoformans
34579	Cryptococcus neoformans
10371	Cryptococcus neoformans
34019	Cryptococcus neoformans
25820	Cryptococcus neoformans
21806	Cryptococcus neoformans
30750	Cryptococcus neoformans
15106	Cryptococcus neoformans
19347	Cryptococcus neoformans
31089	Cryptococcus neoformans
35693	Cryptococcus neoformans
33884	Cryptococcus neoformans
35675	Cryptococcus neoformans
29382	Cryptococcus neoformans
34946	Cryptococcus neoformans
34341	Cryptococcus neoformans
25376	Cryptococcus neoformans
34245	Cryptococcus neoformans
34333	Cryptococcus neoformans
35643	Cryptococcus neoformans
29985	Cryptococcus neoformans
34058	Cryptococcus neoformans
31436	Cryptococcus neoformans
34945	Cryptococcus neoformans
25283	Cryptococcus neoformans
34109	Cryptococcus neoformans
34753	Cryptococcus neoformans
34238	Cryptococcus neoformans
33765	Cryptococcus neoformans
54	Cryptococcus neoformans
33689	Cryptococcus neoformans
9878	Cryptococcus neoformans
25526	Cryptococcus neoformans
34102	Cryptococcus neoformans
21187	Cryptococcus neoformans
33785	Cryptococcus neoformans
18366	Cryptococcus neoformans
34625	Cryptococcus neoformans
34073	Cryptococcus neoformans
34903	Cryptococcus neoformans
35508	Cryptococcus neoformans
30109	Cryptococcus neoformans
31153	Cryptococcus neoformans
33754	Cryptococcus neoformans
28632	Cryptococcus neoformans
34139	Cryptococcus neoformans
34591	Cryptococcus neoformans
34674	Cryptococcus neoformans
33737	Cryptococcus neoformans
34817	Cryptococcus neoformans
35714	Cryptococcus neoformans
32968	Cryptococcus neoformans
33998	Cryptococcus neoformans
34499	Cryptococcus neoformans
33957	Cryptococcus neoformans
27033	Cryptococcus neoformans
22756	Cryptococcus neoformans
33752	Cryptococcus neoformans
19434	Cryptococcus neoformans
32428	Cryptococcus neoformans
34430	Cryptococcus neoformans
34431	Cryptococcus neoformans
34057	Cryptococcus neoformans
34064	Cryptococcus neoformans
34099	Cryptococcus neoformans
34723	Cryptococcus neoformans
31721	Cryptococcus neoformans
33761	Cryptococcus neoformans
9928	Cryptococcus neoformans
34065	Cryptococcus neoformans
19343	Cryptococcus neoformans
5614	Cryptococcus neoformans
34144	Cryptococcus neoformans
34846	Cryptococcus neoformans
34633	Cryptococcus neoformans
34110	Cryptococcus neoformans
26452	Cryptococcus neoformans
34860	Cryptococcus neoformans
34896	Cryptococcus neoformans
24659	Cryptococcus neoformans
28942	Cryptococcus neoformans
34780	Cryptococcus neoformans
5811	Cryptococcus neoformans
33698	Cryptococcus neoformans
34664	Cryptococcus neoformans
34390	Cryptococcus neoformans
15836	Cryptococcus neoformans
16651	Cryptococcus neoformans
34955	Cryptococcus neoformans
32242	Cryptococcus neoformans
34572	Cryptococcus neoformans
3300	Cryptococcus neoformans
30563	Cryptococcus neoformans
33825	Cryptococcus neoformans
34092	Cryptococcus neoformans
35386	Cryptococcus neoformans
34088	Cryptococcus neoformans
34168	Cryptococcus neoformans
34360	Cryptococcus neoformans
34400	Cryptococcus neoformans
32009	Cryptococcus neoformans
15392	Cryptococcus neoformans
9784	Cryptococcus neoformans
5910	Cryptococcus neoformans
10354	Cryptococcus neoformans
33719	Cryptococcus neoformans
33663	Cryptococcus neoformans
34350	Cryptococcus neoformans
34439	Cryptococcus neoformans
33861	Cryptococcus neoformans
34540	Cryptococcus neoformans
33906	Cryptococcus neoformans
34773	Cryptococcus neoformans
34671	Cryptococcus neoformans
33956	Cryptococcus neoformans
34061	Cryptococcus neoformans
35011	Cryptococcus neoformans
19497	Cryptococcus neoformans
34925	Cryptococcus neoformans
34380	Cryptococcus neoformans
35182	Cryptococcus neoformans
33807	Cryptococcus neoformans
33673	Cryptococcus neoformans
34429	Cryptococcus neoformans
34403	Cryptococcus neoformans
14902	Cryptococcus neoformans
33741	Cryptococcus neoformans
33760	Cryptococcus neoformans
13348	Cryptococcus neoformans
34507	Cryptococcus neoformans
34893	Cryptococcus neoformans
34493	Cryptococcus neoformans
34551	Cryptococcus neoformans
34743	Cryptococcus neoformans
34186	Cryptococcus neoformans
34656	Cryptococcus neoformans
14864	Cryptococcus neoformans
33748	Cryptococcus neoformans
34521	Cryptococcus neoformans
33742	Cryptococcus neoformans
34788	Cryptococcus neoformans
34895	Cryptococcus neoformans
34767	Cryptococcus neoformans
34739	Cryptococcus neoformans
34943	Cryptococcus neoformans
34289	Cryptococcus neoformans
34217	Cryptococcus neoformans
34542	Cryptococcus neoformans
34268	Cryptococcus neoformans
33738	Cryptococcus neoformans
34687	Cryptococcus neoformans
34313	Cryptococcus neoformans
34750	Cryptococcus neoformans
34416	Cryptococcus neoformans
34856	Cryptococcus neoformans
30339	Cryptococcus neoformans
34329	Cryptococcus neoformans
24892	Cryptococcus neoformans
9759	Cryptococcus neoformans
33955	Cryptococcus neoformans
34138	Cryptococcus neoformans
4652	Cryptococcus neoformans
33937	Cryptococcus neoformans
34207	Cryptococcus neoformans
34298	Cryptococcus neoformans
31526	Cryptococcus neoformans
3257	Cryptococcus neoformans
35578	Cryptococcus neoformans
23408	Cryptococcus neoformans
34586	Cryptococcus neoformans
34122	Cryptococcus neoformans
34533	Cryptococcus neoformans
34229	Cryptococcus neoformans
34128	Cryptococcus neoformans
34506	Cryptococcus neoformans
19559	Cryptococcus neoformans
34736	Cryptococcus neoformans
34840	Cryptococcus neoformans
34172	Cryptococcus neoformans
12864	Cryptococcus neoformans
14692	Cryptococcus neoformans
34096	Cryptococcus neoformans
33943	Cryptococcus neoformans
34516	Cryptococcus neoformans
33883	Cryptococcus neoformans
34223	Cryptococcus neoformans
34031	Cryptococcus neoformans
34510	Cryptococcus neoformans
34854	Cryptococcus neoformans
35232	Cryptococcus neoformans
25678	Cryptococcus neoformans
34809	Cryptococcus neoformans
35738	Cryptococcus neoformans
33856	Cryptococcus neoformans
6934	Cryptococcus neoformans
33932	Cryptococcus neoformans
33757	Cryptococcus neoformans
35735	Cryptococcus neoformans
21469	Cryptococcus neoformans
34174	Cryptococcus neoformans
19342	Cryptococcus neoformans
28443	Cryptococcus neoformans
34345	Cryptococcus neoformans
34937	Cryptococcus neoformans
34897	Cryptococcus neoformans
34117	Cryptococcus neoformans
34375	Cryptococcus neoformans
16517	Cryptococcus neoformans
33849	Cryptococcus neoformans
33818	Cryptococcus neoformans
34032	Cryptococcus neoformans
34408	Cryptococcus neoformans
34472	Cryptococcus neoformans
34791	Cryptococcus neoformans
34464	Cryptococcus neoformans
34938	Cryptococcus neoformans
27908	Cryptococcus neoformans
34134	Cryptococcus neoformans
34796	Cryptococcus neoformans
34166	Cryptococcus neoformans
34114	Cryptococcus neoformans
34393	Cryptococcus neoformans
34711	Cryptococcus neoformans
34930	Cryptococcus neoformans
34597	Cryptococcus neoformans
34716	Cryptococcus neoformans
33714	Cryptococcus neoformans
34216	Cryptococcus neoformans
15372	Cryptococcus neoformans
34866	Cryptococcus neoformans
17600	Cryptococcus neoformans
34697	Cryptococcus neoformans
34650	Cryptococcus neoformans
34991	Cryptococcus neoformans
34887	Cryptococcus neoformans
34304	Cryptococcus neoformans
34374	Cryptococcus neoformans
4695	Cryptococcus neoformans
33934	Cryptococcus neoformans
34361	Cryptococcus neoformans
34364	Cryptococcus neoformans
34830	Cryptococcus neoformans
26378	Cryptococcus neoformans
34610	Cryptococcus neoformans
33665	Cryptococcus neoformans
34931	Cryptococcus neoformans
12485	Cryptococcus neoformans
34101	Cryptococcus neoformans
34567	Cryptococcus neoformans
34002	Cryptococcus neoformans
33684	Cryptococcus neoformans
34939	Cryptococcus neoformans
34857	Cryptococcus neoformans
33954	Cryptococcus neoformans
32980	Cryptococcus neoformans
34631	Cryptococcus neoformans
4344	Cryptococcus neoformans
32666	Cryptococcus neoformans
33981	Cryptococcus neoformans
33950	Cryptococcus neoformans
34455	Cryptococcus neoformans
17857	Cryptococcus neoformans
19877	Cryptococcus neoformans
15408	Cryptococcus neoformans
7314	Cryptococcus neoformans
34816	Cryptococcus neoformans
33947	Cryptococcus neoformans
9425	Cryptococcus neoformans
15962	Cryptococcus neoformans
34531	Cryptococcus neoformans
34884	Cryptococcus neoformans
34090	Cryptococcus neoformans
34391	Cryptococcus neoformans
33694	Cryptococcus neoformans
34297	Cryptococcus neoformans
34534	Cryptococcus neoformans
18645	Cryptococcus neoformans
33746	Cryptococcus neoformans
34487	Cryptococcus neoformans
34868	Cryptococcus neoformans
34450	Cryptococcus neoformans
15159	Cryptococcus neoformans
14899	Cryptococcus neoformans
33936	Cryptococcus neoformans
34302	Cryptococcus neoformans
34334	Cryptococcus neoformans
34976	Cryptococcus neoformans
33797	Cryptococcus neoformans
34419	Cryptococcus neoformans
34741	Cryptococcus neoformans
34523	Cryptococcus neoformans
33687	Cryptococcus neoformans
34062	Cryptococcus neoformans
34150	Cryptococcus neoformans
34985	Cryptococcus neoformans
32860	Cryptococcus neoformans
34152	Cryptococcus neoformans
34814	Cryptococcus neoformans
33716	Cryptococcus neoformans
33876	Cryptococcus neoformans
34619	Cryptococcus neoformans
34280	Cryptococcus neoformans
17333	Cryptococcus neoformans
34690	Cryptococcus neoformans
34784	Cryptococcus neoformans
27462	Cryptococcus neoformans
22035	Cryptococcus neoformans
34043	Cryptococcus neoformans
25796	Cryptococcus neoformans
34277	Cryptococcus neoformans
25395	Cryptococcus neoformans
34036	Cryptococcus neoformans
20687	Cryptococcus neoformans
34505	Cryptococcus neoformans
34623	Cryptococcus neoformans
34624	Cryptococcus neoformans
34759	Cryptococcus neoformans
33865	Cryptococcus neoformans
34890	Cryptococcus neoformans
34882	Cryptococcus neoformans
34940	Cryptococcus neoformans
34184	Cryptococcus neoformans
34771	Cryptococcus neoformans
34865	Cryptococcus neoformans
4609	Cryptococcus neoformans
22079	Cryptococcus neoformans
33845	Cryptococcus neoformans
33764	Cryptococcus neoformans
35255	Cryptococcus neoformans
10325	Cryptococcus neoformans
4139	Cryptococcus neoformans
33677	Cryptococcus neoformans
33730	Cryptococcus neoformans
33680	Cryptococcus neoformans
33781	Cryptococcus neoformans
34688	Cryptococcus neoformans
26538	Cryptococcus neoformans
34693	Cryptococcus neoformans
34967	Cryptococcus neoformans
34798	Cryptococcus neoformans
35628	Cryptococcus neoformans
494	Cryptococcus neoformans
34401	Cryptococcus neoformans
34851	Cryptococcus neoformans
23335	Cryptococcus neoformans
34725	Cryptococcus neoformans
34820	Cryptococcus neoformans
6650	Cryptococcus neoformans
30910	Cryptococcus neoformans
18113	Cryptococcus neoformans
29566	Cryptococcus neoformans
34146	Cryptococcus neoformans
14478	Cryptococcus neoformans
34655	Cryptococcus neoformans
35696	Cryptococcus neoformans
34742	Cryptococcus neoformans
34077	Cryptococcus neoformans
34190	Cryptococcus neoformans
34978	Cryptococcus neoformans
31111	Cryptococcus neoformans
34606	Cryptococcus neoformans
22248	Cryptococcus neoformans
33969	Cryptococcus neoformans
34193	Cryptococcus neoformans
33732	Cryptococcus neoformans
33799	Cryptococcus neoformans
34818	Cryptococcus neoformans
34673	Cryptococcus neoformans
5427	Cryptococcus neoformans
26422	Cryptococcus neoformans
34250	Cryptococcus neoformans
34381	Cryptococcus neoformans
34158	Cryptococcus neoformans
34156	Cryptococcus neoformans
34231	Cryptococcus neoformans
15162	Cryptococcus neoformans
34395	Cryptococcus neoformans
13784	Cryptococcus neoformans
34731	Cryptococcus neoformans
34824	Cryptococcus neoformans
34958	Cryptococcus neoformans
16749	Cryptococcus neoformans
34189	Cryptococcus neoformans
34305	Cryptococcus neoformans
15478	Cryptococcus neoformans
34164	Cryptococcus neoformans
18732	Cryptococcus neoformans
24578	Cryptococcus neoformans
33835	Cryptococcus neoformans
34486	Cryptococcus neoformans
2306	Cryptococcus neoformans
33881	Cryptococcus neoformans
34442	Cryptococcus neoformans
34806	Cryptococcus neoformans
34107	Cryptococcus neoformans
34961	Cryptococcus neoformans
25172	Cryptococcus neoformans
16585	Cryptococcus neoformans
18877	Cryptococcus neoformans
2992	Cryptococcus neoformans
33974	Cryptococcus neoformans
33829	Cryptococcus neoformans
34210	Cryptococcus neoformans
34232	Cryptococcus neoformans
33830	Cryptococcus neoformans
34028	Cryptococcus neoformans
34066	Cryptococcus neoformans
5255	Cryptococcus neoformans
17239	Cryptococcus neoformans
33968	Cryptococcus neoformans
34698	Cryptococcus neoformans
21829	Cryptococcus neoformans
20170	Cryptococcus neoformans
8420	Cryptococcus neoformans
27372	Cryptococcus neoformans
33734	Cryptococcus neoformans
34095	Cryptococcus neoformans
34599	Cryptococcus neoformans
34927	Cryptococcus neoformans
15073	Cryptococcus neoformans
27754	Cryptococcus neoformans
34828	Cryptococcus neoformans
33959	Cryptococcus neoformans
33977	Cryptococcus neoformans
34025	Cryptococcus neoformans
34530	Cryptococcus neoformans
34855	Cryptococcus neoformans
10620	Cryptococcus neoformans
25435	Cryptococcus neoformans
34072	Cryptococcus neoformans
34608	Cryptococcus neoformans
26066	Cryptococcus neoformans
29639	Cryptococcus neoformans
34188	Cryptococcus neoformans
34351	Cryptococcus neoformans
34452	Cryptococcus neoformans
34575	Cryptococcus neoformans
34384	Cryptococcus neoformans
34749	Cryptococcus neoformans
23265	Cryptococcus neoformans
33657	Cryptococcus neoformans
33736	Cryptococcus neoformans
34035	Cryptococcus neoformans
34786	Cryptococcus neoformans
15374	Cryptococcus neoformans
23821	Cryptococcus neoformans
6134	Cryptococcus neoformans
30667	Cryptococcus neoformans
33979	Cryptococcus neoformans
34040	Cryptococcus neoformans
12872	Cryptococcus neoformans
34013	Cryptococcus neoformans
33877	Cryptococcus neoformans
34602	Cryptococcus neoformans
33642	Cryptococcus neoformans
19265	Cryptococcus neoformans
33824	Cryptococcus neoformans
34463	Cryptococcus neoformans
34008	Cryptococcus neoformans
15710	Cryptococcus neoformans
21671	Cryptococcus neoformans
21866	Cryptococcus neoformans
33918	Cryptococcus neoformans
28933	Cryptococcus neoformans
29561	Cryptococcus neoformans
34973	Cryptococcus neoformans
34136	Cryptococcus neoformans
167	Cryptococcus neoformans
33753	Cryptococcus neoformans
34448	Cryptococcus neoformans
34765	Cryptococcus neoformans
33875	Cryptococcus neoformans
34983	Cryptococcus neoformans
33678	Cryptococcus neoformans
34046	Cryptococcus neoformans
34125	Cryptococcus neoformans
34570	Cryptococcus neoformans
28387	Cryptococcus neoformans
13242	Cryptococcus neoformans
33700	Cryptococcus neoformans
34479	Cryptococcus neoformans
920	Cryptococcus neoformans
1116	Cryptococcus neoformans
26157	Cryptococcus neoformans
34409	Cryptococcus neoformans
34294	Cryptococcus neoformans
34626	Cryptococcus neoformans
34815	Cryptococcus neoformans
4317	Cryptococcus neoformans
34135	Cryptococcus neoformans
34272	Cryptococcus neoformans
33812	Cryptococcus neoformans
33922	Cryptococcus neoformans
33833	Cryptococcus neoformans
34558	Cryptococcus neoformans
21127	Cryptococcus neoformans
34291	Cryptococcus neoformans
34592	Cryptococcus neoformans
6580	Cryptococcus neoformans
34621	Cryptococcus neoformans
5169	Cryptococcus neoformans
34445	Cryptococcus neoformans
34045	Cryptococcus neoformans
34241	Cryptococcus neoformans
34819	Cryptococcus neoformans
25473	Cryptococcus neoformans
14022	Cryptococcus neoformans
34492	Cryptococcus neoformans
2498	Cryptococcus neoformans
33795	Cryptococcus neoformans
33893	Cryptococcus neoformans
34578	Cryptococcus neoformans
34590	Cryptococcus neoformans
34979	Cryptococcus neoformans
34006	Cryptococcus neoformans
33751	Cryptococcus neoformans
34104	Cryptococcus neoformans
11449	Cryptococcus neoformans
33724	Cryptococcus neoformans
2125	Cryptococcus neoformans
3009	Cryptococcus neoformans
34728	Cryptococcus neoformans
34349	Cryptococcus neoformans
25374	Cryptococcus neoformans
33857	Cryptococcus neoformans
34197	Cryptococcus neoformans
34330	Cryptococcus neoformans
1635	Cryptococcus neoformans
17565	Cryptococcus neoformans
22685	Cryptococcus neoformans
34176	Cryptococcus neoformans
34593	Cryptococcus neoformans
34247	Cryptococcus neoformans
34413	Cryptococcus neoformans
33900	Cryptococcus neoformans
7850	Cryptococcus neoformans
34312	Cryptococcus neoformans
34560	Cryptococcus neoformans
34740	Cryptococcus neoformans
34787	Cryptococcus neoformans
33872	Cryptococcus neoformans
34892	Cryptococcus neoformans
19642	Cryptococcus neoformans
34803	Cryptococcus neoformans
20612	Cryptococcus neoformans
25309	Cryptococcus neoformans
34793	Cryptococcus neoformans
15864	Cryptococcus neoformans
26139	Cryptococcus neoformans
34577	Cryptococcus neoformans
10983	Cryptococcus neoformans
13575	Cryptococcus neoformans
30171	Cryptococcus neoformans
34106	Cryptococcus neoformans
10995	Cryptococcus neoformans
20369	Cryptococcus neoformans
34826	Cryptococcus neoformans
13009	Cryptococcus neoformans
136	Cryptococcus neoformans
8460	Cryptococcus neoformans
10792	Cryptococcus neoformans
18106	Cryptococcus neoformans
24704	Cryptococcus neoformans
34660	Cryptococcus neoformans
10564	Cryptococcus neoformans
33686	Cryptococcus neoformans
34825	Cryptococcus neoformans
17554	Cryptococcus neoformans
22812	Cryptococcus neoformans
22085	Cryptococcus neoformans
30396	Cryptococcus neoformans
34254	Cryptococcus neoformans
33749	Cryptococcus neoformans
34422	Cryptococcus neoformans
34727	Cryptococcus neoformans
8034	Cryptococcus neoformans
1352	Cryptococcus neoformans
18405	Cryptococcus neoformans
12116	Cryptococcus neoformans
34151	Cryptococcus neoformans
18519	Cryptococcus neoformans
34913	Cryptococcus neoformans
15253	Cryptococcus neoformans
34527	Cryptococcus neoformans
6748	Cryptococcus neoformans
21189	Cryptococcus neoformans
25186	Cryptococcus neoformans
9578	Cryptococcus neoformans
29516	Cryptococcus neoformans
4624	Cryptococcus neoformans
23438	Cryptococcus neoformans
8692	Cryptococcus neoformans
27752	Cryptococcus neoformans
33699	Cryptococcus neoformans
34310	Cryptococcus neoformans
28600	Cryptococcus neoformans
25717	Cryptococcus neoformans
27308	Cryptococcus neoformans
27422	Cryptococcus neoformans
6875	Cryptococcus neoformans
4159	Cryptococcus neoformans
9400	Cryptococcus neoformans
24342	Cryptococcus neoformans
10791	Cryptococcus neoformans
26613	Cryptococcus neoformans
33827	Cryptococcus neoformans
15297	Cryptococcus neoformans
32525	Cryptococcus neoformans
4941	Cryptococcus neoformans
13118	Cryptococcus neoformans
29166	Cryptococcus neoformans
33939	Cryptococcus neoformans
4056	Cryptococcus neoformans
14861	Cryptococcus neoformans
13565	Cryptococcus neoformans
34461	Cryptococcus neoformans
24217	Cryptococcus neoformans
7008	Cryptococcus neoformans
15172	Cryptococcus neoformans
27838	Cryptococcus neoformans
33763	Cryptococcus neoformans
15816	Cryptococcus neoformans
8829	Cryptococcus neoformans
17630	Cryptococcus neoformans
1215	Cryptococcus neoformans
4518	Cryptococcus neoformans
18077	Cryptococcus neoformans
28266	Cryptococcus neoformans
15202	Cryptococcus neoformans
9856	Cryptococcus neoformans
12531	Cryptococcus neoformans
5124	Cryptococcus neoformans
5936	Cryptococcus neoformans
21145	Cryptococcus neoformans
20389	Cryptococcus neoformans
20592	Cryptococcus neoformans
1063	Cryptococcus neoformans
21054	Cryptococcus neoformans
11369	Cryptococcus neoformans
27473	Cryptococcus neoformans
25211	Cryptococcus neoformans
17313	Cryptococcus neoformans
22254	Cryptococcus neoformans
27677	Cryptococcus neoformans
85	Cryptococcus neoformans
3599	Cryptococcus neoformans
19007	Cryptococcus neoformans
19438	Cryptococcus neoformans
15676	Cryptococcus neoformans
403	Cryptococcus neoformans
3620	Cryptococcus neoformans
5058	Cryptococcus neoformans
15168	Cryptococcus neoformans
28887	Cryptococcus neoformans
28729	Cryptococcus neoformans
8269	Cryptococcus neoformans
19580	Cryptococcus neoformans
32859	Cryptococcus neoformans
1456	Cryptococcus neoformans
14432	Cryptococcus neoformans
15049	Cryptococcus neoformans
15441	Cryptococcus neoformans
24491	Cryptococcus neoformans
25425	Cryptococcus neoformans
25912	Cryptococcus neoformans
4970	Cryptococcus neoformans
8614	Cryptococcus neoformans
19105	Cryptococcus neoformans
29557	Cryptococcus neoformans
1018	Cryptococcus neoformans
2432	Cryptococcus neoformans
2448	Cryptococcus neoformans
14539	Cryptococcus neoformans
4773	Cryptococcus neoformans
6678	Cryptococcus neoformans
15237	Cryptococcus neoformans
20850	Cryptococcus neoformans
5807	Cryptococcus neoformans
14763	Cryptococcus neoformans
1946	Cryptococcus neoformans
17686	Cryptococcus neoformans
9136	Cryptococcus neoformans
21827	Cryptococcus neoformans
26524	Cryptococcus neoformans
6324	Cryptococcus neoformans
25714	Cryptococcus neoformans
19566	Cryptococcus neoformans
20346	Cryptococcus neoformans
26893	Cryptococcus neoformans
27419	Cryptococcus neoformans
28496	Cryptococcus neoformans
29220	Cryptococcus neoformans
20858	Cryptococcus neoformans
25496	Cryptococcus neoformans
20601	Cryptococcus neoformans
21397	Cryptococcus neoformans
26114	Cryptococcus neoformans
8244	Cryptococcus neoformans
9507	Cryptococcus neoformans
29014	Cryptococcus neoformans
959	Cryptococcus neoformans
3369	Cryptococcus neoformans
5900	Cryptococcus neoformans
12354	Cryptococcus neoformans
1280	Cryptococcus neoformans
3072	Cryptococcus neoformans
15170	Cryptococcus neoformans
18713	Cryptococcus neoformans
22988	Cryptococcus neoformans
12679	Cryptococcus neoformans
18696	Cryptococcus neoformans
2740	Cryptococcus neoformans
2997	Cryptococcus neoformans
9718	Cryptococcus neoformans
14395	Cryptococcus neoformans
24183	Cryptococcus neoformans
25672	Cryptococcus neoformans
6720	Cryptococcus neoformans
10780	Cryptococcus neoformans
16691	Cryptococcus neoformans
21152	Cryptococcus neoformans
6266	Cryptococcus neoformans
10300	Cryptococcus neoformans
19483	Cryptococcus neoformans
2114	Cryptococcus neoformans
7383	Cryptococcus neoformans
10395	Cryptococcus neoformans
20102	Cryptococcus neoformans
2542	Cryptococcus neoformans
4020	Cryptococcus neoformans
4270	Cryptococcus neoformans
23315	Cryptococcus neoformans
23427	Cryptococcus neoformans
24070	Cryptococcus neoformans
26588	Cryptococcus neoformans
27551	Cryptococcus neoformans
15388	Cryptococcus neoformans
17164	Cryptococcus neoformans
6406	Cryptococcus neoformans
9771	Cryptococcus neoformans
16757	Cryptococcus neoformans
17358	Cryptococcus neoformans
17551	Cryptococcus neoformans
2423	Cryptococcus neoformans
5723	Cryptococcus neoformans
16167	Cryptococcus neoformans
20726	Cryptococcus neoformans
22784	Cryptococcus neoformans
23105	Cryptococcus neoformans
23250	Cryptococcus neoformans
4128	Cryptococcus neoformans
6369	Cryptococcus neoformans
12949	Cryptococcus neoformans
23180	Cryptococcus neoformans
28385	Cryptococcus neoformans
7158	Cryptococcus neoformans
16134	Cryptococcus neoformans
21378	Cryptococcus neoformans
24190	Cryptococcus neoformans
27640	Cryptococcus neoformans
4808	Cryptococcus neoformans
4915	Cryptococcus neoformans
11547	Cryptococcus neoformans
12190	Cryptococcus neoformans
13728	Cryptococcus neoformans
20474	Cryptococcus neoformans
21462	Cryptococcus neoformans
25127	Cryptococcus neoformans
5532	Cryptococcus neoformans
8457	Cryptococcus neoformans
10196	Cryptococcus neoformans
6018	Cryptococcus neoformans
6652	Cryptococcus neoformans
9826	Cryptococcus neoformans
14440	Cryptococcus neoformans
22039	Cryptococcus neoformans
26009	Cryptococcus neoformans
28708	Cryptococcus neoformans
3511	Cryptococcus neoformans
14636	Cryptococcus neoformans
16356	Cryptococcus neoformans
18857	Cryptococcus neoformans
19333	Cryptococcus neoformans
3308	Cryptococcus neoformans
10299	Cryptococcus neoformans
11107	Cryptococcus neoformans
15479	Cryptococcus neoformans
1390	Cryptococcus neoformans
15359	Cryptococcus neoformans
22775	Cryptococcus neoformans
26339	Cryptococcus neoformans
30130	Cryptococcus neoformans
10989	Cryptococcus neoformans
27608	Cryptococcus neoformans
7449	Cryptococcus neoformans
9252	Cryptococcus neoformans
12770	Cryptococcus neoformans
12830	Cryptococcus neoformans
15100	Cryptococcus neoformans
27691	Cryptococcus neoformans
9	Cryptococcus neoformans
2618	Cryptococcus neoformans
7955	Cryptococcus neoformans
11015	Cryptococcus neoformans
15225	Cryptococcus neoformans
19743	Cryptococcus neoformans
9835	Cryptococcus neoformans
22629	Cryptococcus neoformans
28775	Cryptococcus neoformans
1139	Cryptococcus neoformans
4157	Cryptococcus neoformans
12201	Cryptococcus neoformans
16210	Cryptococcus neoformans
18999	Cryptococcus neoformans
21557	Cryptococcus neoformans
4458	Cryptococcus neoformans
11035	Cryptococcus neoformans
14183	Cryptococcus neoformans
